Tag #,COMMON NAME,BOTANICAL NAME,Latitude,Longitude,Diameter,Height,Crown height,Crown Spread,Contributors,Last inspection,Health,Last Pruned,Note
360,Deodar Cedar,Cedrus deodara,37.31853932,-122.0416632,"5""",31'-45',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning"
361,Deodar Cedar,Cedrus deodara,37.3185073,-122.0416414,"11""",31'-45',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning  /  remove wire chocking the tree"
362,Deodar Cedar,Cedrus deodara,37.31847092,-122.0416401,"6""",31'-45',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning"
363,Deodar Cedar,Cedrus deodara,37.31845436,-122.0416424,"11""",31'-45',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning"
364,Deodar Cedar,Cedrus deodara,37.31843597,-122.0416288,"3""",31'-45',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning"
365,Blue Atlas Cedar,Cedrus atlantica cv. Glauca,37.31844322,-122.0416734,"15""",31'-45',,,,,60% - Fair,04/04/2022,Crown Clean  /  Crown Raise
366,Deodar Cedar,Cedrus deodara,37.31838341,-122.0416558,"14""",31'-45',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning"
367,Deodar Cedar,Cedrus deodara,37.31830944,-122.0416506,"21""",31'-45',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning"
368,Deodar Cedar,Cedrus deodara,37.3182707,-122.0416538,"15""",31'-45',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning"
369,Deodar Cedar,Cedrus deodara,37.3182276,-122.0416823,"18""",31'-45',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning"
370,Deodar Cedar,Cedrus deodara,37.31818962,-122.0416475,"18""",31'-45',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning"
371,Deodar Cedar,Cedrus deodara,37.31815866,-122.0416796,"18""",31'-45',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning"
372,Deodar Cedar,Cedrus deodara,37.31810273,-122.0416717,"21""",31'-45',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning  /  remove lower limb"
373,Deodar Cedar,Cedrus deodara,37.31806806,-122.0416526,"12""",31'-45',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning"
374,Deodar Cedar,Cedrus deodara,37.31803763,-122.0416642,"23""",31'-45',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning"
375,Deodar Cedar,Cedrus deodara,37.31797693,-122.041646,"29""",31'-45',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning"
376,Blue Atlas Cedar,Cedrus atlantica cv. Glauca,37.31793796,-122.0416714,"16""",31'-45',,,,,60% - Fair,04/04/2022,Crown Clean  /  Crown Raise
377,Deodar Cedar,Cedrus deodara,37.31786926,-122.0416465,"19""",31'-45',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning"
378,Deodar Cedar,Cedrus deodara,37.31781613,-122.0416843,"23""",31'-45',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning"
379,Deodar Cedar,Cedrus deodara,37.31776215,-122.0416411,"26""",31'-45',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning"
380,Acacia Species,Acacia spp.,37.31776968,-122.0416827,"1""-6""",1'-15',,,,,60% - Fair,04/04/2022,Removal
381,Deodar Cedar,Cedrus deodara,37.31766311,-122.0416568,"8""",31'-45',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning"
382,Deodar Cedar,Cedrus deodara,37.31761458,-122.0416519,"12""",31'-45',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning"
383,Deodar Cedar,Cedrus deodara,37.31754451,-122.041666,"13""",31'-45',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning"
384,Deodar Cedar,Cedrus deodara,37.31749776,-122.0416625,"13""",31'-45',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning"
385,Deodar Cedar,Cedrus deodara,37.31745751,-122.0416564,"14""",31'-45',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning"
386,Deodar Cedar,Cedrus deodara,37.3174046,-122.0416671,"14""",31'-45',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning"
387,Deodar Cedar,Cedrus deodara,37.31736225,-122.0416528,"15""",31'-45',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning"
388,Deodar Cedar,Cedrus deodara,37.31729514,-122.0416661,"17""",31'-45',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning"
389,Deodar Cedar,Cedrus deodara,37.31722888,-122.0416657,"15""",31'-45',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning"
390,Deodar Cedar,Cedrus deodara,37.31715669,-122.041662,"14""",31'-45',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning"
391,Deodar Cedar,Cedrus deodara,37.3170745,-122.0416773,"16""",31'-45',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning"
392,Deodar Cedar,Cedrus deodara,37.31702038,-122.0416805,"9""",31'-45',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning"
393,Deodar Cedar,Cedrus deodara,37.31699182,-122.0417227,"23""",31'-45',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning"
394,Blue Atlas Cedar,Cedrus atlantica cv. Glauca,37.31697684,-122.0416636,"12""",31'-45',,,,,60% - Fair,04/04/2022,Crown Clean  /  Crown Raise
395,Deodar Cedar,Cedrus deodara,37.31693514,-122.0416675,"19""",31'-45',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning"
396,Deodar Cedar,Cedrus deodara,37.31689463,-122.0416741,"15""",31'-45',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning"
397,Deodar Cedar,Cedrus deodara,37.31684699,-122.0416699,"17""",31'-45',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning"
398,Deodar Cedar,Cedrus deodara,37.31679225,-122.0416645,"16""",31'-45',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning"
399,Deodar Cedar,Cedrus deodara,37.31669895,-122.0416832,"23""",31'-45',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning"
400,Deodar Cedar,Cedrus deodara,37.31663495,-122.0416847,"25""",31'-45',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning"
401,Deodar Cedar,Cedrus deodara,37.31658007,-122.0416664,"20""",31'-45',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning"
402,Deodar Cedar,Cedrus deodara,37.31653414,-122.041654,"33""",31'-45',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning"
403,Deodar Cedar,Cedrus deodara,37.31648785,-122.0416443,"20""",31'-45',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning  /  remove lower limb"
404,Deodar Cedar,Cedrus deodara,37.31643787,-122.0416542,"30""",31'-45',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning"
405,Deodar Cedar,Cedrus deodara,37.3163765,-122.0416603,"19""",31'-45',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning"
406,Coast Redwood,Sequoia sempervirens,37.31629041,-122.0416572,"14""",46'-60',,,,,40% - Poor,04/04/2022,Crown clean
407,Coast Redwood,Sequoia sempervirens,37.31621405,-122.0416574,"16""",46'-60',,,,,20% - Critical,07/01/2022,Removal
408,Coast Redwood,Sequoia sempervirens,37.3161816,-122.0416818,"14""",46'-60',,,,,0% - Dead,07/01/2022,Removal
409,Coast Redwood,Sequoia sempervirens,37.31614846,-122.0416636,"14""",46'-60',,,,,0% - Dead,07/01/2022,Removal/Grind
410,Deodar Cedar,Cedrus deodara,37.3160928,-122.0416765,"15""",31'-45',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning"
411,Deodar Cedar,Cedrus deodara,37.31606182,-122.0416409,"3""",16'-30',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning"
412,Deodar Cedar,Cedrus deodara,37.31601653,-122.0416375,"23""",46'-60',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning"
413,Deodar Cedar,Cedrus deodara,37.31597731,-122.0416772,"6""",16'-30',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning"
414,Deodar Cedar,Cedrus deodara,37.31601158,-122.0417501,"22""",46'-60',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning"
415,Deodar Cedar,Cedrus deodara,37.31593885,-122.0416373,"16""",16'-30',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning"
416,Coast Live Oak,Quercus agrifolia,37.31589705,-122.0416458,"10""",31'-45',,,,,60% - Fair,04/04/2022,"Crown clean, crown thin, end-weight reduction, and clearance"
417,Deodar Cedar,Cedrus deodara,37.31596982,-122.0417638,"9""",16'-30',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning"
418,Coast Redwood,Sequoia sempervirens,37.31586004,-122.0416399,"9""",31'-45',,,,,0% - Dead,07/01/2022,Removal
419,Deodar Cedar,Cedrus deodara,37.31590152,-122.0417322,"26""",16'-30',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning"
420,Coast Redwood,Sequoia sempervirens,37.31583131,-122.0416859,"8""",31'-45',,,,,40% - Poor,04/04/2022,Crown clean
421,Coast Redwood,Sequoia sempervirens,37.31579496,-122.0416743,"15""",31'-45',,,,,40% - Poor,04/04/2022,Crown clean  /  Crown Raise
422,Coast Redwood,Sequoia sempervirens,37.31579207,-122.0417159,"11""",31'-45',,,,,20% - Critical,07/01/2022,Removal
423,Deodar Cedar,Cedrus deodara,37.31579094,-122.0417923,"22""",46'-60',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning"
424,Coast Redwood,Sequoia sempervirens,37.3156887,-122.0417527,"8""",31'-45',,,,,0% - Dead,07/01/2022,Removal
425,Eastern Redbud,Cercis canadensis,37.31569534,-122.041782,"1""-6""",1'-15',,,,,40% - Poor,04/04/2022,Removal
426,Eastern Redbud,Cercis canadensis,37.31570803,-122.0418053,"1""-6""",1'-15',,,,,40% - Poor,04/04/2022,Removal
427,Coast Live Oak,Quercus agrifolia,37.31569188,-122.0418606,"4""",16'-30',,,,,60% - Fair,04/04/2022,"Crown clean, crown thin, end-weight reduction, and clearance"
428,Deodar Cedar,Cedrus deodara,37.31574506,-122.0418673,"17""",46'-60',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning"
429,Deodar Cedar,Cedrus deodara,37.31579393,-122.0419429,"22""",46'-60',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning"
430,Deodar Cedar,Cedrus deodara,37.31574149,-122.042046,"11""",46'-60',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning"
431,Deodar Cedar,Cedrus deodara,37.3157269,-122.0421427,"20""",46'-60',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning"
432,Deodar Cedar,Cedrus deodara,37.31571732,-122.0419126,"5""",16'-30',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning"
433,Blue Atlas Cedar,Cedrus atlantica cv. Glauca,37.31572307,-122.0419707,"12""",31'-45',,,,,60% - Fair,04/04/2022,Crown Clean  /  Crown Raise
434,Deodar Cedar,Cedrus deodara,37.31571016,-122.0420193,"3""",16'-30',,,,,0% - Dead,04/04/2022,Removal
435,Deodar Cedar,Cedrus deodara,37.31569606,-122.0422246,"1""-6""",1'-15',,,,11/01/2024,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning"
436,Deodar Cedar,Cedrus deodara,37,-122,"1""-6""",1'-15',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning"
437,Deodar Cedar,Cedrus deodara,37.31570209,-122.0423503,"1""-6""",1'-15',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning"
438,Deodar Cedar,Cedrus deodara,37.31570222,-122.0424374,"1""-6""",1'-15',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning"
439,Deodar Cedar,Cedrus deodara,37.31569804,-122.0424977,"1""-6""",1'-15',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning"
440,Deodar Cedar,Cedrus deodara,37.31570492,-122.0426198,"1""-6""",1'-15',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning"
441,Holly Oak,Quercus ilex,37.31570832,-122.0426813,"1""-6""",1'-15',,,,,60% - Fair,04/04/2022,Structural pruning
442,Deodar Cedar,Cedrus deodara,37.3156909,-122.0426877,"1""-6""",1'-15',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning"
443,Deodar Cedar,Cedrus deodara,37.31569594,-122.0427037,"1""-6""",1'-15',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning"
444,Coast Redwood,Sequoia sempervirens,37.31572042,-122.0427338,"9""",31'-45',,,,,40% - Poor,04/04/2022,Crown Clean
445,Deodar Cedar,Cedrus deodara,37.31568521,-122.0427847,"19""",46'-60',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning"
446,Coast Redwood,Sequoia sempervirens,37.31567358,-122.0428762,"13""",31'-45',,,,,20% - Critical,04/04/2022,Removal
447,Coast Redwood,Sequoia sempervirens,37.3157121,-122.0429137,"14""",31'-45',,,,,40% - Poor,07/01/2022,Crown Clean  /  Crown Raise
448,Coast Redwood,Sequoia sempervirens,37.31568018,-122.0429437,"15""",31'-45',,,,,40% - Poor,07/01/2022,Crown Clean  /  Crown Raise
449,Deodar Cedar,Cedrus deodara,37.31570779,-122.0428601,"1""-6""",1'-15',,,,,60% - Fair,07/05/2022,Structural pruning and clearance
450,Coast Live Oak,Quercus agrifolia,37.31570444,-122.042825,"1""-6""",16'-30',,,,,60% - Fair,07/05/2022,Structural pruning and clearance
451,Privet Species,Ligustrum spp.,37.31567327,-122.0431182,"1""-6""",16'-30',,,,,60% - Fair,04/04/2022,Crown Raise
452,Deodar Cedar,Cedrus deodara,37.31568768,-122.0431312,"1""-6""",1'-15',,,,,60% - Fair,04/04/2022,Removal
453,Monterey Pine,Pinus radiata,37.3157332,-122.043141,"3""",1'-15',,,,,60% - Fair,07/05/2022,Structural pruning
454,Blue Atlas Cedar,Cedrus atlantica cv. Glauca,37.31572259,-122.043248,"17""",31'-45',,,,,60% - Fair,04/04/2022,Crown Clean  /  Crown Raise
455,Blue Atlas Cedar,Cedrus atlantica cv. Glauca,37.31573817,-122.0434115,"13""",31'-45',,,,,60% - Fair,04/04/2022,Crown Clean  /  Crown Raise
456,Deodar Cedar,Cedrus deodara,37.31571671,-122.0433248,"24""",46'-60',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning"
457,Privet Species,Ligustrum spp.,37.31567885,-122.0434027,"1""-6""",16'-30',,,,,60% - Fair,04/04/2022,Removal
458,Privet Species,Ligustrum spp.,37.31569547,-122.0434698,"1""-6""",16'-30',,,,,60% - Fair,04/04/2022,Removal
459,Privet Species,Ligustrum spp.,37.31567294,-122.0435068,"1""-6""",16'-30',,,,,60% - Fair,04/04/2022,Removal
460,Deodar Cedar,Cedrus deodara,37.31572701,-122.04348,"21""",46'-60',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning"
461,Deodar Cedar,Cedrus deodara,37.31576488,-122.0435452,"17""",46'-60',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning"
462,Privet Species,Ligustrum spp.,37.31567049,-122.0434559,"1""-6""",16'-30',,,,,60% - Fair,04/04/2022,Removal
463,Deodar Cedar,Cedrus deodara,37.3157733,-122.0436122,"18""",46'-60',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning"
464,Deodar Cedar,Cedrus deodara,37.31569308,-122.0435624,"47""",46'-60',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning"
465,Deodar Cedar,Cedrus deodara,37.31569394,-122.04361,"41""",46'-60',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning"
466,Deodar Cedar,Cedrus deodara,37.31567761,-122.0437123,63.0,46'-60',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning"
467,Deodar Cedar,Cedrus deodara,37.31575926,-122.0436923,"1""-6""",1'-15',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning"
468,Deodar Cedar,Cedrus deodara,37.31575627,-122.0437544,"5""",16'-30',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning"
469,Deodar Cedar,Cedrus deodara,37.31576511,-122.0438147,"13""",31'-45',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning"
470,Marina Strawberry Tree,Arbutus cv. Marina,37.31570889,-122.0438488,"1""-6""",16'-30',,,,,60% - Fair,04/04/2022,Structural pruning
471,Marina Strawberry Tree,Arbutus cv. Marina,37.31573747,-122.0442067,"1""-6""",16'-30',,,,,60% - Fair,04/04/2022,Structural pruning
472,Marina Strawberry Tree,Arbutus cv. Marina,37.31576348,-122.0443135,"1""-6""",16'-30',,,,,60% - Fair,04/04/2022,Structural pruning
473,Coast Redwood,Sequoia sempervirens,37.31574532,-122.044258,"25""",46'-60',,,,,40% - Poor,07/01/2022,Crown Clean  /  Crown Raise
474,Deodar Cedar,Cedrus deodara,37.31577041,-122.0443848,"1""-6""",1'-15',,,,,60% - Fair,04/04/2022,Removal
475,Coast Redwood,Sequoia sempervirens,37.31576988,-122.0444309,"5""",16'-30',,,,,40% - Poor,04/04/2022,Crown Raise
476,Coast Live Oak,Quercus agrifolia,37.31575223,-122.0444796,"1""-6""",16'-30',,,,,60% - Fair,07/05/2022,Structural pruning
477,Coast Live Oak,Quercus agrifolia,37.31575281,-122.0445145,"1""-6""",16'-30',,,,,60% - Fair,04/04/2022,Structural pruning
478,Deodar Cedar,Cedrus deodara,37.31571226,-122.0443931,"17""",46'-60',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning"
479,Deodar Cedar,Cedrus deodara,37.31569734,-122.04448,"24""",46'-60',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning"
480,Coast Live Oak,Quercus agrifolia,37.31574374,-122.04452,"1""-6""",16'-30',,,,,60% - Fair,07/05/2022,Structural pruning
481,Deodar Cedar,Cedrus deodara,37.31574398,-122.0445735,"23""",46'-60',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning"
482,Deodar Cedar,Cedrus deodara,37.31576193,-122.0446846,"41""",46'-60',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning"
483,Blue Atlas Cedar,Cedrus atlantica cv. Glauca,37.31567912,-122.044604,"16""",31'-45',,,,,60% - Fair,04/04/2022,Crown Clean  /  Crown Raise
484,Blue Atlas Cedar,Cedrus atlantica cv. Glauca,37.31568697,-122.0447501,"8""",31'-45',,,,,60% - Fair,04/04/2022,Crown Clean  /  Crown Raise
485,Deodar Cedar,Cedrus deodara,37.3157538,-122.0448201,"11""",46'-60',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning"
486,Deodar Cedar,Cedrus deodara,37.31569763,-122.0448559,"12""",46'-60',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning"
487,Deodar Cedar,Cedrus deodara,37.31572286,-122.0449265,"22""",46'-60',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning"
488,Deodar Cedar,Cedrus deodara,37.31568175,-122.0449904,"11""",46'-60',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning"
489,Blue Atlas Cedar,Cedrus atlantica cv. Glauca,37.31571759,-122.0450132,"11""",31'-45',,,,,60% - Fair,04/04/2022,Crown Clean  /  Crown Raise
490,Blue Atlas Cedar,Cedrus atlantica cv. Glauca,37.31567817,-122.0450492,"10""",31'-45',,,,,60% - Fair,04/04/2022,Crown Clean  /  Crown Raise
491,Blue Atlas Cedar,Cedrus atlantica cv. Glauca,37.31569973,-122.0450898,"8""",31'-45',,,,,60% - Fair,04/04/2022,Crown Clean  /  Crown Raise
492,Deodar Cedar,Cedrus deodara,37.31568854,-122.0451549,"15""",46'-60',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning"
493,Deodar Cedar,Cedrus deodara,37.31567429,-122.0452333,"16""",46'-60',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning"
494,Deodar Cedar,Cedrus deodara,37.31571548,-122.0452916,"15""",46'-60',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning"
495,Blue Atlas Cedar,Cedrus atlantica cv. Glauca,37.31568859,-122.0453365,"12""",31'-45',,,,,60% - Fair,04/04/2022,Crown Clean  /  Crown Raise
496,Deodar Cedar,Cedrus deodara,37.31568397,-122.0454258,"23""",46'-60',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning"
497,Deodar Cedar,Cedrus deodara,37.31568816,-122.0454937,"13""",46'-60',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning"
498,Deodar Cedar,Cedrus deodara,37.31569709,-122.0455788,"24""",46'-60',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning"
499,Deodar Cedar,Cedrus deodara,37.31568331,-122.0456389,"29""",46'-60',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning"
500,Deodar Cedar,Cedrus deodara,37.31568832,-122.0457164,"17""",46'-60',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning"
501,Deodar Cedar,Cedrus deodara,37.31568888,-122.0458271,"20""",46'-60',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning"
502,Shamel Ash,Fraxinus uhdei,37.31572398,-122.0459959,"30""",16'-30',,,,,60% - Fair,04/04/2022,Crown Clean  /  Crown Raise
503,Crapemyrtle,Lagerstroemia indica,37.31570567,-122.046193,"5""",16'-30',,,,,60% - Fair,04/04/2022,Structural pruning
504,Deodar Cedar,Cedrus deodara,37.31587929,-122.0464507,"49""",46'-60',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning"
505,Deodar Cedar,Cedrus deodara,37.3159498,-122.0464313,"18""",46'-60',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning"
506,Deodar Cedar,Cedrus deodara,37.31596204,-122.0465192,"33""",46'-60',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning"
507,Blue Atlas Cedar,Cedrus atlantica cv. Glauca,37.31604056,-122.046569,"33""",31'-45',,,,,60% - Fair,04/04/2022,Crown Clean  /  Crown Raise
508,Deodar Cedar,Cedrus deodara,37.31612544,-122.0465434,"26""",46'-60',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning"
509,Deodar Cedar,Cedrus deodara,37.31616761,-122.0466409,"31""",46'-60',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning"
510,Blue Atlas Cedar,Cedrus atlantica cv. Glauca,37.31620563,-122.0466143,"12""",31'-45',,,,,60% - Fair,04/04/2022,Crown Clean  /  Crown Raise
511,Coast Live Oak,Quercus agrifolia,37.31609783,-122.0466161,"1""-6""",16'-30',,,,,60% - Fair,04/04/2022,Crown Raise
512,Coast Live Oak,Quercus agrifolia,37.31612208,-122.0466543,"1""-6""",16'-30',,,,,60% - Fair,04/04/2022,Crown Raise
513,Coast Live Oak,Quercus agrifolia,37.31615205,-122.0465757,"1""-6""",16'-30',,,,,60% - Fair,04/04/2022,Crown Raise
514,Coast Live Oak,Quercus agrifolia,37.31621193,-122.04667,"1""-6""",16'-30',,,,,60% - Fair,04/04/2022,Crown Raise
515,Coast Live Oak,Quercus agrifolia,37.31625083,-122.0466998,"1""-6""",16'-30',,,,,60% - Fair,04/04/2022,Crown Raise
516,Coast Live Oak,Quercus agrifolia,37.31626498,-122.0466525,"1""-6""",16'-30',,,,,60% - Fair,04/04/2022,Crown Raise
517,Coast Live Oak,Quercus agrifolia,37.31627862,-122.0466139,"1""-6""",16'-30',,,,,60% - Fair,04/04/2022,Crown Raise
518,Coast Live Oak,Quercus agrifolia,37.31630428,-122.0467499,"1""-6""",16'-30',,,,,60% - Fair,04/04/2022,Crown Raise
519,Coast Live Oak,Quercus agrifolia,37.31634818,-122.0467596,"1""-6""",16'-30',,,,,60% - Fair,04/04/2022,Crown Raise
520,Coast Live Oak,Quercus agrifolia,37.31627445,-122.0467381,"14""",16'-30',,,,,60% - Fair,04/04/2022,Crown Raise
521,Deodar Cedar,Cedrus deodara,37.31630699,-122.0466757,"20""",46'-60',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning"
522,Deodar Cedar,Cedrus deodara,37.31634045,-122.0467029,"20""",46'-60',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning"
523,Coast Live Oak,Quercus agrifolia,37.3163869,-122.0467687,"1""-6""",16'-30',,,,,60% - Fair,04/04/2022,Crown Raise
524,Coast Live Oak,Quercus agrifolia,37.31638926,-122.0466971,"1""-6""",16'-30',,,,,60% - Fair,04/04/2022,Crown Raise
525,Coast Live Oak,Quercus agrifolia,37.31642656,-122.0467851,"1""-6""",16'-30',,,,,60% - Fair,04/04/2022,Crown Raise
526,Coast Live Oak,Quercus agrifolia,37.31644443,-122.0467278,"1""-6""",16'-30',,,,,60% - Fair,04/04/2022,Crown Raise
527,Coast Live Oak,Quercus agrifolia,37.31645061,-122.0467665,"1""-6""",16'-30',,,,,60% - Fair,04/04/2022,Crown Raise
528,Coast Live Oak,Quercus agrifolia,37.31643731,-122.0467895,"1""-6""",1'-15',,,,,60% - Fair,07/01/2022,Removal
529,Incense Cedar,Calocedrus decurrens,37.31647604,-122.0468054,"18""",31'-45',,,,,20% - Critical,07/01/2022,Removal/Grind
530,Incense Cedar,Calocedrus decurrens,37.31649402,-122.0467641,"21""",31'-45',,,,,20% - Critical,07/01/2022,Removal/Grind
531,Incense Cedar,Calocedrus decurrens,37.3165016,-122.0468348,"17""",31'-45',,,,,20% - Critical,07/01/2022,Removal/Grind
532,Coast Live Oak,Quercus agrifolia,37.3165459,-122.0468504,"1""-6""",16'-30',,,,,60% - Fair,04/04/2022,Crown Raise
533,Coast Live Oak,Quercus agrifolia,37.31662024,-122.0469023,"1""-6""",16'-30',,,,,60% - Fair,04/04/2022,Crown Raise
534,Coast Live Oak,Quercus agrifolia,37.31658889,-122.0468728,"13""-18""",16'-30',,,,,60% - Fair,04/04/2022,Crown Raise
535,Deodar Cedar,Cedrus deodara,37.31667134,-122.0469219,"32""",46'-60',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning"
536,Coast Live Oak,Quercus agrifolia,37.31669756,-122.0469692,"1""-6""",16'-30',,,,,60% - Fair,04/04/2022,Crown Raise
537,Coast Live Oak,Quercus agrifolia,37.31675999,-122.0469541,"1""-6""",16'-30',,,,,60% - Fair,04/04/2022,Removal
